n,a1,a2,a3,b1,b2,b3,c1,c2,v1,v2,p1,p2,t1,t2,l1,l2,h1,h2,o,time
0,0.315924300,84,84.000,0.315917700,9600,9600.000,0.315803100,1900.00000000,2390835.65070773,25628104.94300496,0.316604483,0.322242717,653,4859,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:16:59.704080
1,0.316240600,4700,4700.000,0.316189500,9600,9600.000,0.315924300,0.00008692,2390919.26599465,25621251.37757976,0.316604459,0.322241450,655,4858,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:18:00.092986
2,0.316326200,16637,16637.000,0.316177900,9600,9600.000,0.315924300,0.00008692,2390919.26599465,25621251.37757976,0.316604459,0.322241450,655,4858,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:19:00.222060
3,0.316132800,9600,9600.000,0.316047400,37954,37954.000,0.315924300,0.00008692,2390919.26599465,25621251.37757976,0.316604459,0.322241450,655,4858,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:20:00.369207
4,0.316382100,35398,35398.000,0.316212500,9600,9600.000,0.316043200,100.00000000,2393503.69599465,25611901.51715502,0.316603848,0.322238794,658,4859,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:21:00.525477
5,0.316563100,17200,17200.000,0.316563000,9600,9600.000,0.316638300,4700.00000000,2403344.81579465,25621742.63695502,0.316603864,0.322236631,668,4869,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:22:00.658094
6,0.316438400,4700,4700.000,0.316294500,9600,9600.000,0.316638300,4700.00000000,2403344.81579465,25621742.63695502,0.316603864,0.322236631,668,4869,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:23:00.783568
7,0.315815300,9600,9600.000,0.315592300,16661,16661.000,0.316638300,4700.00000000,2403344.81579465,25621742.63695502,0.316603864,0.322236631,668,4869,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:24:00.908525
8,0.315589600,9600,9600.000,0.315464600,11091,11091.000,0.315576300,482.31000000,2429733.94642555,25647629.70641051,0.316593012,0.322229722,672,4872,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:25:01.045686
9,0.315960700,4700,4700.000,0.315723200,4700,4700.000,0.315555400,0.00000180,2446971.05852555,25657032.60471094,0.316587374,0.322224030,679,4873,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:26:01.210708
10,0.315915900,9600,9600.000,0.315727500,9600,9600.000,0.316034000,2436.94830000,2466490.48231960,25639027.01377313,0.316582958,0.322212564,687,4877,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:27:01.345857
11,0.316540800,4700,4700.000,0.316418700,26206,26206.000,0.316418700,10.97000000,2466501.45231960,25603213.55438456,0.316582957,0.322206092,688,4873,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:28:01.749636
12,0.316676400,90,90.000,0.316676300,30875,30875.000,0.316638300,0.00000002,2470713.19828412,25602703.99017588,0.316583048,0.322204202,694,4877,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:29:01.879648
13,0.317117200,31836,31836.000,0.317117100,16548,16548.000,0.317117200,24.91794230,2481055.67696911,25600229.86886087,0.316584366,0.322199402,702,4878,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:30:02.118635
14,0.317117200,52,52.000,0.317117100,92584,92584.000,0.317117200,24.91794230,2481055.67696911,25567296.90276258,0.316584366,0.322192202,702,4866,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:31:02.244998
15,0.318389000,79,79.000,0.318388900,30760,30760.000,0.318388900,150.00000000,2483218.43407662,25566459.65987009,0.316585656,0.322191182,714,4877,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:32:02.373470
16,0.318994000,18814,18814.000,0.318836000,9600,9600.000,0.319000000,427.94700000,2503655.77715950,25586897.00295297,0.316605192,0.322188616,720,4883,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:33:02.496674
17,0.318379900,16469,16469.000,0.318198400,9600,9600.000,0.318714900,1895.36872768,2505780.62588718,25589021.85168065,0.316606975,0.322188327,722,4885,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:34:02.641982
18,0.318558700,16472,16472.000,0.318434500,9600,9600.000,0.318714900,1895.36872768,2505780.62588718,25589021.85168065,0.316606975,0.322188327,722,4885,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:35:02.774211
19,0.318352100,9600,9600.000,0.318216100,4700,4700.000,0.318319800,8250.22096235,2541513.62588718,25624754.85168065,0.316630519,0.322182879,725,4888,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:36:02.897428
20,0.318570000,4700,4700.000,0.318350800,9600,9600.000,0.318586300,785.38000000,2542690.73438718,25625931.96018065,0.316631411,0.322182712,729,4892,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:37:03.054866
21,0.318374300,9600,9600.000,0.318191300,9600,9600.000,0.318481400,20.94000000,2542711.67438718,25625952.90018065,0.316631426,0.322182709,730,4893,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:38:03.195735
22,0.318237900,16495,16495.000,0.318149300,37704,37704.000,0.318481400,20.94000000,2542711.67438718,25625427.07845573,0.316631426,0.322182592,730,4892,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:39:03.338073
23,0.318000500,4700,4700.000,0.318000000,5864,5864.000,0.318481400,20.94000000,2542711.67438718,25625327.05120988,0.316631426,0.322182569,730,4891,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:40:03.470483
24,0.318033800,71,71.000,0.317958300,4700,4700.000,0.317892900,16512.67350000,2565132.88071737,25647350.19594007,0.316642696,0.322178751,733,4890,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:41:03.605880
25,0.318033800,1,1.000,0.318033700,92411,92411.000,0.318033700,0.00000007,2569083.83492214,25650900.18352481,0.316644835,0.322178016,739,4891,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:42:04.014461
26,0.318033800,1,1.000,0.318021400,9600,9600.000,0.317996800,0.00000012,2571518.83492214,25491469.89762483,0.316646116,0.322137318,744,4876,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:43:04.140050
27,0.317884700,9600,9600.000,0.317697700,9600,9600.000,0.318013700,215.80611150,2571734.64103364,25433870.38357552,0.316646230,0.322122185,745,4871,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:44:04.277303
28,0.317497500,4700,4700.000,0.317321700,4700,4700.000,0.318013700,215.80611150,2571734.64103364,25433870.38357552,0.316646230,0.322122185,745,4871,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:45:04.411225
29,0.317643000,9600,9600.000,0.317428600,37783,37783.000,0.318013700,215.80611150,2571734.64103364,25433870.38357552,0.316646230,0.322122185,745,4871,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:46:04.536336
30,0.317645600,9600,9600.000,0.317550800,9600,9600.000,0.318013700,215.80611150,2571734.64103364,25428119.57957552,0.316646230,0.322120639,745,4869,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:47:04.660836
31,0.317700100,16453,16453.000,0.317597800,9600,9600.000,0.317704200,5675.00000000,2577409.64103364,25403794.57957552,0.316648560,0.322112156,746,4864,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:48:04.790897
32,0.317558700,16479,16479.000,0.317434900,9600,9600.000,0.317704200,5675.00000000,2577409.64103364,25403794.57957552,0.316648560,0.322112156,746,4864,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:49:04.932280
33,0.317443500,9600,9600.000,0.317270700,37801,37801.000,0.317704200,5675.00000000,2577409.64103364,25403732.96805119,0.316648560,0.322112140,746,4860,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:50:05.069759
34,0.317720100,90,90.000,0.317702400,9600,9600.000,0.317141500,426.91000000,2577836.55103364,25399567.65619952,0.316648641,0.322110805,747,4850,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:51:05.202910
35,0.317720100,1,1.000,0.317626100,8970,8970.000,0.317626100,630.00000000,2578555.63543364,25359450.34560296,0.316648917,0.322099418,749,4841,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:52:05.328687
36,0.317819900,12065,12065.000,0.317781000,9600,9600.000,0.317720000,0.00000005,2584308.32543364,25365203.03560296,0.316651301,0.322098425,757,4849,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:53:05.463538
37,0.317819900,1,1.000,0.317819800,14300,14300.000,0.317819900,64.13130000,2584372.45673364,25359957.76260296,0.316651330,0.322096871,758,4847,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:54:05.595187
38,0.317812200,16425,16425.000,0.317719300,9600,9600.000,0.317722100,645.40000000,2585017.85673364,25360603.16260296,0.316651598,0.322096760,759,4848,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:55:05.736566
39,0.317887300,9600,9600.000,0.317761000,4700,4700.000,0.317722100,645.40000000,2585017.85673364,25360426.21060296,0.316651598,0.322096708,759,4847,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:56:05.866572
40,0.317652400,9600,9600.000,0.317525700,9600,9600.000,0.317722100,645.40000000,2585017.85673364,25355852.26970296,0.316651598,0.322095408,759,4838,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:57:05.991717
41,0.317794100,9600,9600.000,0.317660300,9600,9600.000,0.317722100,645.40000000,2585017.85673364,25355121.35300296,0.316651598,0.322095200,759,4837,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:58:06.191364
42,0.317647200,4700,4700.000,0.317562600,9600,9600.000,0.317512300,88.00000000,2585105.85673364,25355209.35300296,0.316651627,0.322095184,760,4838,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 04:59:06.313390
43,0.317561500,16438,16438.000,0.317317600,9600,9600.000,0.317512300,88.00000000,2585105.85673364,25354525.92980266,0.316651627,0.322094996,760,4831,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:00:06.699345
44,0.317586400,1,1.000,0.317586300,127381,127381.000,0.317586400,92.41790000,2585198.27463364,25354618.34770266,0.316651661,0.322094980,761,4832,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:01:06.860502
45,0.317622400,1,1.000,0.317622300,39800,39800.000,0.317622400,58.04373979,2585256.31843364,25340680.12684935,0.316651682,0.322091140,763,4831,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:02:07.007124
46,0.317588500,9600,9600.000,0.317488000,4700,4700.000,0.317699900,85.98648098,2585342.30503364,25335666.11344935,0.316651717,0.322089848,765,4830,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:03:07.396829
47,0.317597100,9600,9600.000,0.317413300,7875,7875.000,0.317494400,3148.39652165,2589776.64264427,25336703.51709167,0.316653200,0.322088204,767,4828,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:04:07.525889
48,0.317140100,25953,25953.000,0.317140000,200,200.000,0.317140100,130.31000000,2589906.95264427,25332752.03826466,0.316653225,0.322087221,768,4824,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:05:07.659545
49,0.317140100,30784,30784.000,0.317140000,200,200.000,0.317140100,130.31000000,2589906.95264427,25294750.78786639,0.316653225,0.322078263,768,4812,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:06:07.806711
50,0.317229500,16481,16481.000,0.317018200,9600,9600.000,0.316914400,6719.00000000,2605159.43264427,25310003.26786639,0.316655163,0.322075193,777,4821,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:07:07.960614
51,0.317111600,9600,9600.000,0.317011600,4700,4700.000,0.316914400,6719.00000000,2605159.43264427,25310003.26786639,0.316655163,0.322075193,777,4821,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:08:08.085718
52,0.317468500,9600,9600.000,0.317264500,9600,9600.000,0.316914400,6719.00000000,2605159.43264427,25291556.05323047,0.316655163,0.322070932,777,4807,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:09:08.223016
53,0.317354600,9600,9600.000,0.317321800,11025,11025.000,0.317183600,400.00000000,2615159.43264427,25265683.31015201,0.316657543,0.322060958,779,4805,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:10:08.361495
54,0.317382100,9600,9600.000,0.317218400,37814,37814.000,0.317183600,400.00000000,2615159.43264427,25265683.31015201,0.316657543,0.322060958,779,4805,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:11:08.747779
55,0.317330600,16474,16474.000,0.317252200,4700,4700.000,0.317210500,482.67349284,2615642.10613711,25266030.10014485,0.316657645,0.322060837,780,4803,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:12:08.872610
56,0.316847400,30802,30802.000,0.316847300,100,100.000,0.317144100,9600.00000000,2625242.10613711,25275530.10014485,0.316659424,0.322058948,781,4803,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:13:09.004912
57,0.316916500,9600,9600.000,0.316847300,100,100.000,0.316847400,1539.17000000,2626781.27613711,25277069.27014485,0.316659534,0.322058631,782,4804,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:14:09.148309
58,0.317027900,16492,16492.000,0.316770800,9600,9600.000,0.317019000,400.00000000,2636881.27613711,25286651.80400572,0.316660798,0.322056501,785,4801,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:15:09.279924
59,0.317237300,4700,4700.000,0.317060400,9499,9499.000,0.317060400,101.48000000,2715771.30615729,25361879.56154483,0.316678490,0.322040893,795,4804,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:16:09.415641
60,0.316932400,26099,26099.000,0.316932300,352,352.000,0.316932300,48.00000000,2715819.30615729,25361859.78274483,0.316678494,0.322040870,796,4804,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:17:09.813313
61,0.317218100,9600,9600.000,0.316948400,9600,9600.000,0.316899900,1.41180916,2716838.85615729,25359058.13272532,0.316678581,0.322039994,800,4805,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:18:09.936304
62,0.317121600,4700,4700.000,0.317023300,9600,9600.000,0.316899900,1.41180916,2716838.85615729,25355793.12359922,0.316678581,0.322039421,800,4800,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:19:10.064432
63,0.316921900,16492,16492.000,0.316916100,4700,4700.000,0.317049000,144.00000000,2716982.85615729,25349261.16656564,0.316678601,0.322038288,801,4796,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:20:10.194710
64,0.316885200,16513,16513.000,0.316863200,9600,9600.000,0.316899900,1970.00000000,2720482.85615729,25351977.45614770,0.316678886,0.322037451,808,4800,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:21:10.325763
65,0.316888000,27604,27604.000,0.316858800,4700,4700.000,0.316899900,1970.00000000,2720482.85615729,25351689.77614770,0.316678886,0.322037404,808,4799,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:22:10.456460
66,0.316888000,27604,27604.000,0.316887900,14300,14300.000,0.316899900,1970.00000000,2720482.85615729,25351689.77614770,0.316678886,0.322037404,808,4799,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:23:10.591919
67,0.316888000,27604,27604.000,0.316887900,37968,37968.000,0.316899900,1970.00000000,2720482.85615729,25346923.81614770,0.316678886,0.322036566,808,4797,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:24:10.733604
68,0.317295200,16489,16489.000,0.317232900,4700,4700.000,0.316899900,1970.00000000,2720482.85615729,25341961.52614770,0.316678886,0.322035680,808,4795,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:25:11.139432
69,0.317247900,9600,9600.000,0.317105500,9600,9600.000,0.316899900,1970.00000000,2720482.85615729,25326961.52614770,0.316678886,0.322032928,808,4793,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:26:11.267466
70,0.317297000,68,68.000,0.317245400,9600,9600.000,0.316899900,1970.00000000,2720482.85615729,25326961.52614770,0.316678886,0.322032928,808,4793,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:27:11.390797
71,0.317297000,12068,12068.000,0.317235500,9600,9600.000,0.316899900,1970.00000000,2720482.85615729,25319537.00191553,0.316678886,0.322031515,808,4792,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:28:11.804858
72,0.317223900,21600,21600.000,0.317223800,29706,29706.000,0.317287900,10000.00000000,2730482.85615729,25318737.00191553,0.316681116,0.322027582,809,4791,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:29:11.943679
73,0.317076400,9600,9600.000,0.316943900,11037,11037.000,0.317240300,93.74000000,2730576.59615729,25288903.92540276,0.316681135,0.322021957,810,4788,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:30:12.068223
74,0.317192100,9600,9600.000,0.317094300,4700,4700.000,0.316956600,15.22000000,2746574.64615729,25200881.12055954,0.316682684,0.321999182,814,4778,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:31:12.191029
75,0.317395400,1,1.000,0.317395300,125340,125340.000,0.317395400,92.71440000,2746667.36055729,25199573.83495954,0.316682708,0.321998890,815,4778,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:32:12.327754
76,0.317395400,1,1.000,0.317395300,907,907.000,0.317395300,3793.46976511,2750460.83032240,25203367.30472465,0.316683691,0.321998197,816,4779,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:33:12.451463
77,0.317697300,16506,16506.000,0.317570200,7871,7871.000,0.317395400,0.00003660,2750460.83035900,25103367.30476125,0.316683691,0.321977441,817,4773,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:34:12.603600
78,0.317580800,9600,9600.000,0.317376900,37793,37793.000,0.317963000,79.85940773,2750934.17564425,25103826.50004650,0.316683902,0.321977361,825,4780,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:35:12.988220
79,0.317835100,16504,16504.000,0.317496500,16506,16506.000,0.317963000,79.85940773,2750934.17564425,25103826.50004650,0.316683902,0.321977361,825,4780,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:36:13.111182
80,0.317834700,9600,9600.000,0.317757400,9600,9600.000,0.317854400,518.92784873,2751453.10349298,25087601.98789523,0.316684123,0.321973470,826,4778,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:37:13.238310
81,0.317955700,19390,19390.000,0.317742500,9600,9600.000,0.317853300,3138.78000000,2754591.88349298,25020047.29119113,0.316685455,0.321957315,827,4772,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:38:13.361999
82,0.317795000,16502,16502.000,0.317710900,9600,9600.000,0.317853300,3138.78000000,2754591.88349298,25019897.29119113,0.316685455,0.321957286,827,4771,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:39:13.486347
83,0.317973900,4700,4700.000,0.317810200,9600,9600.000,0.317754400,1575.00000000,2756166.88349298,25021439.22119113,0.316686066,0.321957015,828,4771,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:40:13.611881
84,0.318041400,16493,16493.000,0.317717600,43552,43552.000,0.317754400,1575.00000000,2756166.88349298,25021439.22119113,0.316686066,0.321957015,828,4771,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:41:13.750030
85,0.317785800,16501,16501.000,0.317771200,9600,9600.000,0.317804900,350.00000000,2756516.88349298,25015789.22119113,0.316686208,0.321955848,829,4769,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:42:13.869564
86,0.317798100,16498,16498.000,0.317763200,9600,9600.000,0.317804900,350.00000000,2756516.88349298,25015789.22119113,0.316686208,0.321955848,829,4769,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:43:13.988462
87,0.317739700,26103,26103.000,0.317739600,214,214.000,0.317804900,350.00000000,2756516.88349298,25015789.22119113,0.316686208,0.321955848,829,4769,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:44:14.113040
88,0.317949600,9600,9600.000,0.317675800,9600,9600.000,0.317739600,213.98308056,2756730.86657354,25009188.56467169,0.316686290,0.321954520,830,4767,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:45:14.234475
89,0.317626600,4700,4700.000,0.317368900,4700,4700.000,0.317739600,213.98308056,2756730.86657354,25008887.26467169,0.316686290,0.321954462,830,4765,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:46:14.355715
90,0.317621000,9600,9600.000,0.317491400,37780,37780.000,0.317739600,213.98308056,2756730.86657354,24993887.26467169,0.316686290,0.321951542,830,4761,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:47:14.491794
91,0.317636200,4700,4700.000,0.317539000,9600,9600.000,0.317405200,38.38000000,2756769.24657354,24993354.38467169,0.316686300,0.321951421,831,4759,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:48:14.881086
92,0.317648000,9600,9600.000,0.317429700,16505,16505.000,0.317405200,38.38000000,2756769.24657354,24993354.38467169,0.316686300,0.321951421,831,4759,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:49:15.021599
93,0.317774600,9600,9600.000,0.317544500,16497,16497.000,0.317560100,1200.00000000,2757969.24657354,24991991.60868393,0.316686680,0.321950748,832,4757,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:50:15.404139
94,0.317451600,9600,9600.000,0.317335400,4700,4700.000,0.317560100,1200.00000000,2757969.24657354,24991991.60868393,0.316686680,0.321950748,832,4757,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:51:15.528425
95,0.317615800,9600,9600.000,0.317508200,16463,16463.000,0.317560100,1200.00000000,2757969.24657354,24991991.60868393,0.316686680,0.321950748,832,4757,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:52:15.652912
96,0.317799100,4700,4700.000,0.317675800,9600,9600.000,0.317560100,1200.00000000,2757969.24657354,24979341.60868393,0.316686680,0.321948316,832,4753,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:53:15.775863
97,0.317741000,4700,4700.000,0.317611400,4700,4700.000,0.317560100,1200.00000000,2757969.24657354,24973224.98173457,0.316686680,0.321947084,832,4752,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:54:15.899286
98,0.317532800,9600,9600.000,0.317461000,4700,4700.000,0.317560100,1200.00000000,2757969.24657354,24973224.98173457,0.316686680,0.321947084,832,4752,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:55:16.024872
99,0.317717200,9600,9600.000,0.317594700,9600,9600.000,0.317609800,100.00000000,2758069.24657354,24973217.92073457,0.316686713,0.321947043,833,4751,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:56:16.145171
100,0.317394600,9600,9600.000,0.317321300,4600,4600.000,0.317321300,100.00000000,2760789.24657354,24975937.92073457,0.316687519,0.321946559,836,4754,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:57:16.291262
101,0.317674800,9600,9600.000,0.317592300,4700,4700.000,0.317321300,100.00000000,2760789.24657354,24975937.92073457,0.316687519,0.321946559,836,4754,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:58:16.414044
102,0.317690800,9600,9600.000,0.317590400,4700,4700.000,0.317321300,100.00000000,2760789.24657354,24975937.92073457,0.316687519,0.321946559,836,4754,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 05:59:16.538705
103,0.317722400,96,96.000,0.317722300,20191,20191.000,0.317321300,100.00000000,2760789.24657354,24975818.23073457,0.316687519,0.321946532,836,4753,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:00:16.659468
104,0.318173000,16378,16378.000,0.318013600,9600,9600.000,0.317816400,58.35915381,2760943.52657354,24975717.61073457,0.316687579,0.321946451,838,4753,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:01:16.782711
105,0.318291500,9600,9600.000,0.318160400,9600,9600.000,0.317816400,58.35915381,2760943.52657354,24975017.61073457,0.316687579,0.321946310,838,4752,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:02:16.909323
106,0.318197700,9600,9600.000,0.317988900,9600,9600.000,0.318245800,100.00000000,2761043.52657354,24973756.61073457,0.316687636,0.321946010,839,4752,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:03:17.054323
107,0.317932600,9600,9600.000,0.317807700,15000,15000.000,0.318245800,100.00000000,2761043.52657354,24973652.79073457,0.316687636,0.321945988,839,4751,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:04:17.181598
108,0.317915000,9600,9600.000,0.317783000,9600,9600.000,0.318245800,100.00000000,2761043.52657354,24972352.79073457,0.316687636,0.321945711,839,4746,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:05:17.312790
109,0.317996300,9600,9600.000,0.317795100,9600,9600.000,0.318245800,100.00000000,2761043.52657354,24957071.42073457,0.316687636,0.321942062,839,4741,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:06:17.447409
110,0.318018100,9600,9600.000,0.317916200,4700,4700.000,0.318245800,100.00000000,2761043.52657354,24956703.51795726,0.316687636,0.321941969,839,4738,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:07:17.573780
111,0.318161900,9600,9600.000,0.318069700,11000,11000.000,0.318245800,100.00000000,2761043.52657354,24956703.51795726,0.316687636,0.321941969,839,4738,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:08:17.705834
112,0.317958200,9600,9600.000,0.317915200,11004,11004.000,0.318245800,100.00000000,2761043.52657354,24954921.54531598,0.316687636,0.321941497,839,4726,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:09:17.831683
113,0.317956000,16386,16386.000,0.317935800,9600,9600.000,0.318003600,1758.76122157,2762821.44779511,24956399.46653755,0.316688482,0.321941138,841,4726,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:10:17.955501
114,0.318136500,9600,9600.000,0.318117000,10999,10999.000,0.318003600,1758.76122157,2762821.44779511,24951272.38626154,0.316688482,0.321939871,841,4724,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:11:18.082175
