n,a1,a2,a3,b1,b2,b3,c1,c2,v1,v2,p1,p2,t1,t2,l1,l2,h1,h2,o,time
344,0.316323100,88862,88862.000,0.316284800,9600,9600.000,0.316185000,205.28090000,3523894.96504523,21348128.88732539,0.316988017,0.320652963,1146,4427,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:01:53.488775
345,0.316652900,9600,9600.000,0.316618300,9600,9600.000,0.316185000,205.28090000,3523894.96504523,21348128.88732539,0.316988017,0.320652963,1146,4427,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:02:53.610659
346,0.316657900,90,90.000,0.316657800,31001,31001.000,0.316618300,9600.00000000,3533494.96504523,21347728.88732539,0.316987012,0.320648450,1147,4425,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:03:53.731749
347,0.316657900,1,1.000,0.316657800,47401,47401.000,0.316657900,89.38180000,3533584.34684523,21326591.23612539,0.316987004,0.320642411,1148,4423,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:04:53.858897
348,0.316657900,1,1.000,0.316657800,57001,57001.000,0.316657900,89.38180000,3533584.34684523,21274356.20412539,0.316987004,0.320627932,1148,4420,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:05:53.978601
349,0.316657900,1,1.000,0.316657800,21393,21393.000,0.316657800,395.48000000,3533979.82684523,21274751.68412539,0.316986967,0.320627858,1149,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:06:54.101422
350,0.316657900,9601,9601.000,0.316657800,66966,66966.000,0.316657800,395.48000000,3533979.82684523,21274751.68412539,0.316986967,0.320627858,1149,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:07:54.483966
351,0.316953800,16696,16696.000,0.316767000,16695,16695.000,0.316866400,187.72000000,3534167.54684523,21274639.40412539,0.316986961,0.320627749,1150,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:08:54.607127
352,0.316870700,9600,9600.000,0.316817300,4700,4700.000,0.316866400,187.72000000,3534167.54684523,21264639.40412539,0.316986961,0.320625267,1150,4420,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:09:54.739918
353,0.316899900,57774,57774.000,0.316899800,1985,1985.000,0.316866400,187.72000000,3534167.54684523,21264639.40412539,0.316986961,0.320625267,1150,4420,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:10:54.869066
354,0.316899900,41979,41979.000,0.316899800,1985,1985.000,0.316866400,187.72000000,3534167.54684523,21264639.40412539,0.316986961,0.320625267,1150,4420,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:11:55.025334
355,0.316899900,130864,130864.000,0.316899800,50686,50686.000,0.316866400,187.72000000,3534167.54684523,21263696.31412539,0.316986961,0.320625027,1150,4415,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:12:55.153857
356,0.316899900,21374,21374.000,0.316899800,63632,63632.000,0.316866400,187.72000000,3534167.54684523,21263696.31412539,0.316986961,0.320625027,1150,4415,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:13:55.284175
357,0.316899900,30974,30974.000,0.316899800,61748,61748.000,0.316866400,187.72000000,3534167.54684523,21263696.31412539,0.316986961,0.320625027,1150,4415,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:14:55.414838
358,0.316945500,9600,9600.000,0.316900400,4700,4700.000,0.316866400,187.72000000,3534167.54684523,21230759.33312539,0.316986961,0.320616612,1150,4410,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:15:55.574756
359,0.316899900,9600,9600.000,0.316899800,10818,10818.000,0.316899800,0.00000003,3535166.54684523,21231153.44312539,0.316986949,0.320616296,1156,4415,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:16:55.974252
360,0.316915100,23091,23091.000,0.316899800,73577,73577.000,0.316899800,0.00000003,3535166.54684523,21231153.44312539,0.316986949,0.320616296,1156,4415,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:17:56.105165
361,0.316899900,188145,188145.000,0.316899800,82401,82401.000,0.316899800,6351.81847653,3541518.36532176,21224358.60160192,0.316986793,0.320612215,1157,4413,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:18:56.237944
362,0.316431500,16697,16697.000,0.316286500,10000,10000.000,0.316479200,8154.56092174,3629114.65824350,21193852.94452366,0.316983748,0.320569243,1161,4408,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:19:56.363614
363,0.316460400,9600,9600.000,0.316407100,403,403.000,0.316713800,30884.86419849,3894114.65824350,21302134.00709509,0.316956757,0.320482952,1175,4408,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:20:56.484402
364,0.316274400,9600,9600.000,0.316274300,3810,3810.000,0.316407100,402.32098909,3894516.97923259,21302536.32808418,0.316956700,0.320482875,1176,4409,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:21:56.604835
365,0.316573200,9600,9600.000,0.316446300,9998,9998.000,0.316406500,0.00000003,3895516.97923259,21302426.67608418,0.316956565,0.320482449,1182,4414,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:22:56.743617
366,0.316594800,11062,11062.000,0.316531000,9600,9600.000,0.316622900,397.81955470,3895914.79878729,21291824.49563888,0.316956531,0.320479988,1183,4412,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:23:56.872929
367,0.316349900,9600,9600.000,0.316349800,415,415.000,0.316338100,3406.80040000,3899838.97772873,21295748.67458032,0.316955931,0.320479229,1187,4416,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:24:56.997181
368,0.316349900,9600,9600.000,0.316349800,12944,12944.000,0.316338100,3406.80040000,3899838.97772873,21295748.67458032,0.316955931,0.320479229,1187,4416,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:25:57.128451
369,0.316162600,16725,16725.000,0.316077200,9600,9600.000,0.316015300,3693.92998968,3916476.78461246,21312386.48146405,0.316953040,0.320475947,1192,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:26:57.256897
370,0.316248200,16721,16721.000,0.316218900,9600,9600.000,0.316216600,4969.00637095,3921445.79098341,21312403.94783500,0.316952107,0.320473786,1193,4419,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:27:57.379061
371,0.315927500,21445,21445.000,0.315927400,28658,28658.000,0.316091500,22275.41500000,3957962.86498341,21348861.02183500,0.316944462,0.320466330,1195,4417,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:28:57.503236
372,0.315927500,21439,21439.000,0.315927400,28658,28658.000,0.316091500,22275.41500000,3957962.86498341,21340178.77883500,0.316944462,0.320464207,1195,4415,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:29:57.630287
373,0.315943700,98826,98826.000,0.315943600,3933,3933.000,0.316091500,22275.41500000,3957962.86498341,21340178.77883500,0.316944462,0.320464207,1195,4415,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:30:57.766262
374,0.315746900,60088,60088.000,0.315746800,83,83.000,0.315927400,71.44325111,3981024.56629490,21363240.48014649,0.316938586,0.320459313,1202,4422,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:31:57.930641
375,0.315658400,16753,16753.000,0.315603800,35600,35600.000,0.315744100,78.87048333,3998464.41580367,21380200.74965526,0.316933388,0.320455348,1206,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:32:58.062868
376,0.315807000,570,570.000,0.315729700,9600,9600.000,0.315744100,78.87048333,3998464.41580367,21380200.74965526,0.316933388,0.320455348,1206,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:33:58.187474
377,0.315807000,570,570.000,0.315806900,46866,46866.000,0.315744100,78.87048333,3998464.41580367,21380200.74965526,0.316933388,0.320455348,1206,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:34:58.308797
378,0.315807000,570,570.000,0.315806900,44664,44664.000,0.315744100,78.87048333,3998464.41580367,21380200.74965526,0.316933388,0.320455348,1206,4421,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:35:58.441797
379,0.315807000,570,570.000,0.315806900,23987,23987.000,0.315744100,78.87048333,3998464.41580367,21380193.77965526,0.316933388,0.320455346,1206,4420,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:36:58.573253
380,0.315807000,16742,16742.000,0.315806900,13054,13054.000,0.315744100,78.87048333,3998464.41580367,21380193.77965526,0.316933388,0.320455346,1206,4420,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:37:58.698268
381,0.315807500,1,1.000,0.315807400,55563,55563.000,0.315807400,0.00000003,3999229.08900367,21380958.45285526,0.316933172,0.320455180,1212,4426,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:38:58.824612
382,0.315641000,9600,9600.000,0.315585800,15844,15844.000,0.315807400,0.00000003,3999229.08900367,21376368.77225526,0.316933172,0.320454002,1212,4424,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:39:58.957021
383,0.315385200,9600,9600.000,0.315336200,27871,27871.000,0.315336300,128.33000000,4005312.25401032,21372451.93726191,0.316931051,0.320450032,1217,4428,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:40:59.083145
384,0.315270800,9600,9600.000,0.315213900,26000,26000.000,0.315336200,1656.59800000,4007182.83509088,21374322.51834247,0.316930307,0.320449584,1219,4430,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:41:59.218312
385,0.315077900,9600,9600.000,0.315048000,10676,10676.000,0.315091900,1000.00000000,4029479.75751613,21396619.44076772,0.316920764,0.320444119,1222,4433,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:42:59.376176
386,0.315180000,9600,9600.000,0.315063700,9600,9600.000,0.315091900,1000.00000000,4029479.75751613,21396619.44076772,0.316920764,0.320444119,1222,4433,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:43:59.505232
387,0.315158700,9600,9600.000,0.315059200,26500,26500.000,0.315091900,1000.00000000,4029479.75751613,21394629.15092781,0.316920764,0.320443607,1222,4432,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:44:59.896827
388,0.315048100,21550,21550.000,0.315048000,20776,20776.000,0.315091900,1000.00000000,4029479.75751613,21394629.15092781,0.316920764,0.320443607,1222,4432,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:46:00.027169
389,0.315048100,32677,32677.000,0.315048000,721,721.000,0.315134200,70.46346785,4029550.22098398,21394699.61439566,0.316920732,0.320443590,1223,4433,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:47:00.168367
390,0.315241400,4700,4700.000,0.315099800,4700,4700.000,0.315134200,0.02451386,4044206.57398398,21408655.96739566,0.316914258,0.320439775,1226,4435,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:48:00.575356
391,0.315336200,1130,1130.000,0.315336100,30157,30157.000,0.315336100,500.00000000,4044706.57398398,21408905.96739566,0.316914063,0.320439596,1227,4435,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:49:00.708736
392,0.315336000,153734,153734.000,0.315335900,25457,25457.000,0.315336100,4700.00000000,4066463.02205048,21430662.41546216,0.316905620,0.320434415,1230,4438,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:50:00.854292
393,0.315336000,222937,222937.000,0.315335900,5492,5492.000,0.315336100,4700.00000000,4066463.02205048,21405262.41546216,0.316905620,0.320428331,1230,4435,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:51:00.992077
394,0.315336000,153421,153421.000,0.315335900,15092,15092.000,0.315336000,312.43000000,4066775.45205048,21400874.84546216,0.316905500,0.320427130,1231,4435,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:52:01.119876
395,0.315336000,153421,153421.000,0.315335900,57381,57381.000,0.315336000,312.43000000,4066775.45205048,21369021.69566216,0.316905500,0.320419494,1231,4434,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:53:01.280484
396,0.315336000,148723,148723.000,0.315335900,156568,156568.000,0.315336000,1606.06360000,4071474.01715048,21373720.26076216,0.316903688,0.320418377,1233,4436,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:54:01.429951
397,0.315495200,12578,12578.000,0.315382300,4700,4700.000,0.315549900,182.10000000,4221539.95290342,21523169.42651510,0.316847970,0.320382802,1244,4445,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:55:01.561161
398,0.315336000,89828,89828.000,0.315335900,42257,42257.000,0.315445400,314.80874908,4230687.01001999,21491295.79559840,0.316844943,0.320371244,1249,4447,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:56:01.699682
399,0.315374700,16878,16878.000,0.315159300,38059,38059.000,0.315445400,314.80874908,4230687.01001999,21491295.79559840,0.316844943,0.320371244,1249,4447,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:57:01.824341
400,0.315175600,9600,9600.000,0.315122300,4700,4700.000,0.315105500,1000.00000000,4231687.01001999,21491865.79559840,0.316844532,0.320370905,1250,4447,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:58:01.972102
401,0.315392800,9600,9600.000,0.315250700,9600,9600.000,0.315226100,7.96326126,4261466.24417316,21519440.02975157,0.316833279,0.320363312,1254,4449,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 10:59:02.368412
402,0.315513100,9600,9600.000,0.315442400,9600,9600.000,0.315226100,7.96326126,4261466.24417316,21480335.09778484,0.316833279,0.320354745,1254,4438,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 11:00:02.768841
403,0.315346300,9600,9600.000,0.315227600,4700,4700.000,0.315341700,9600.00000000,4280666.24417316,21497504.09778484,0.316826624,0.320349831,1256,4439,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 11:01:02.947357
404,0.314793400,9600,9600.000,0.314715700,9600,9600.000,0.314865700,238.17183113,4346289.75364336,21562990.39725504,0.316798449,0.320333397,1274,4456,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 11:02:03.082014
405,0.314554500,31217,31217.000,0.314554400,97,97.000,0.314700000,21531.84830000,4447773.37664336,21649474.02025504,0.316750569,0.320303364,1280,4460,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 11:03:03.210348
406,0.314396300,16932,16932.000,0.314248100,9600,9600.000,0.314136100,0.00000005,4455399.01187969,21615118.46716989,0.316746774,0.320291158,1288,4459,0.313873200,0.313873200,0.320937300,0.327913700,0.320167700,2021-06-16 11:04:03.338505
407,0.313548300,16970,16970.000,0.313435900,9600,9600.000,0.313400600,310.06980000,4670609.64518268,21770329.10047288,0.316603233,0.320211077,1345,4508,0.313000000,0.313000000,0.320937300,0.327913700,0.320167700,2021-06-16 11:05:03.513842
408,0.312794700,4700,4700.000,0.312687600,9600,9600.000,0.312949800,84.00517941,4703267.20423224,21802986.65952244,0.316578726,0.320200386,1357,4520,0.312949800,0.312949800,0.320937300,0.327913700,0.320167700,2021-06-16 11:06:03.639789
409,0.313473600,9600,9600.000,0.313238400,42991,42991.000,0.313290600,1469.00000000,4704736.20423224,21804455.65952244,0.316577700,0.320199921,1358,4521,0.312949800,0.312949800,0.320937300,0.327913700,0.320167700,2021-06-16 11:07:03.775457
410,0.313092300,16995,16995.000,0.313016700,9600,9600.000,0.312911000,957.54867539,4800491.92265482,21900211.37794502,0.316515213,0.320170386,1368,4531,0.312911000,0.312911000,0.320937300,0.327913700,0.320167700,2021-06-16 11:08:03.914798
411,0.311600000,5540,5540.000,0.311599900,43190,43190.000,0.311500000,183.27399691,4938594.07817533,22038313.53346553,0.316387249,0.320118806,1404,4567,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:09:04.042167
412,0.312000100,9600,9600.000,0.312000000,1122,1122.000,0.311934400,0.00000282,4946217.23053123,22045936.68582143,0.316380009,0.320115891,1418,4581,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:10:04.171274
413,0.312232400,91,91.000,0.312232300,85691,85691.000,0.312220500,97.13550705,5071634.87875606,22171354.33404626,0.316275478,0.320070847,1430,4593,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:11:04.560827
414,0.312220600,85752,85752.000,0.312220500,1,1.000,0.312220500,53.77140000,5077783.32851198,22177202.78380218,0.316270722,0.320068632,1434,4596,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:12:04.690170
415,0.312023100,4700,4700.000,0.311869300,6135,6135.000,0.312117900,1321.37535207,5129104.70386406,22228524.15915426,0.316227424,0.320049873,1444,4606,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:13:04.840328
416,0.311869400,69793,69793.000,0.311869300,6135,6135.000,0.311903500,5000.00000000,5134104.70386406,22233524.15915426,0.316223213,0.320048041,1445,4607,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:14:05.248207
417,0.311871300,9600,9600.000,0.311869300,1246,1246.000,0.312000000,1000.00000000,5140103.18633196,22215643.53862216,0.316218157,0.320040138,1458,4617,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:15:05.379551
418,0.312828700,4700,4700.000,0.312523200,24936,24936.000,0.312871300,110.53639302,5140887.39136739,22216427.74365759,0.316217611,0.320039877,1467,4626,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:16:05.794814
419,0.313326000,4700,4700.000,0.313050700,9600,9600.000,0.313376200,207.59978776,5203608.54695316,22279148.89924336,0.316186194,0.320021779,1484,4643,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:17:05.929904
420,0.312524400,84,84.000,0.312299900,1874,1874.000,0.312778500,7753.41300000,5225325.54995316,22300865.90224336,0.316172142,0.320014751,1488,4647,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:18:06.070118
421,0.312812200,9600,9600.000,0.312446700,38392,38392.000,0.312470600,6052.13319623,5242851.09514939,22318391.44743959,0.316159732,0.320008818,1491,4650,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:19:06.195883
422,0.313033200,9600,9600.000,0.312770700,9600,9600.000,0.312597100,1605.82485537,5260051.92000476,22335592.27229496,0.316147732,0.320003028,1495,4654,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:20:06.333559
423,0.312947500,16931,16931.000,0.312770700,7151,7151.000,0.312962800,2512.36400000,5265758.50400476,22311298.85629496,0.316144209,0.319994204,1497,4653,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:21:06.465560
424,0.312394800,9600,9600.000,0.312258800,9600,9600.000,0.312239100,6234.79011154,5305694.01097324,22334986.16326344,0.316115561,0.319976684,1501,4654,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:22:06.593414
425,0.312403300,9600,9600.000,0.312201200,38409,38409.000,0.312200000,4323.71956386,6159912.57167439,23189054.72396459,0.315591636,0.319695242,1533,4684,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:23:06.722752
426,0.312247500,9600,9600.000,0.312152900,9600,9600.000,0.311943700,2537.00000000,6162449.57167439,23191501.72396459,0.315590134,0.319694373,1534,4683,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:24:06.852779
427,0.312595200,88,88.000,0.312595100,25174,25174.000,0.311943700,2537.00000000,6162449.57167439,23191501.72396459,0.315590134,0.319694373,1534,4683,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:25:06.973933
428,0.312594800,9600,9600.000,0.312580700,202,202.000,0.312483200,219.15000000,6165411.26031693,23190280.75260713,0.315588638,0.319692449,1537,4681,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:26:07.098767
429,0.312595200,88,88.000,0.312595100,16974,16974.000,0.312580700,201.54136200,6165612.80167893,23190155.29396913,0.315588539,0.319692309,1538,4680,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:27:07.225023
430,0.312491800,90682,90682.000,0.312491700,26160,26160.000,0.312491800,315.19000000,6182056.68167893,23182140.87427208,0.315580504,0.319681392,1540,4678,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:28:07.364926
431,0.312491800,14300,14300.000,0.312491700,26160,26160.000,0.312491800,85.12000000,6182141.80167893,23182225.99427208,0.315580461,0.319681365,1541,4679,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:29:07.494000
432,0.312491800,80625,80625.000,0.312491700,26160,26160.000,0.312491800,318.34851347,6182566.15019240,23182622.07278555,0.315580250,0.319681227,1543,4680,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:30:07.639367
433,0.312058400,4700,4700.000,0.311909400,9600,9600.000,0.312013700,2432.80246989,6291788.99453630,23291844.91712945,0.315525176,0.319647120,1553,4690,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:31:08.062447
434,0.311808000,4700,4700.000,0.311732200,9600,9600.000,0.311944200,196.31029970,6292267.97483600,23274238.27847179,0.315524909,0.319642803,1555,4684,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:32:08.201283
435,0.311958400,4700,4700.000,0.311934400,124,124.000,0.311933500,1481.94796596,6293749.92280196,23213613.69746331,0.315524063,0.319628058,1556,4674,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:33:08.340665
436,0.312208200,20,20.000,0.312208100,26633,26633.000,0.312179800,4000.00000000,6349425.29474722,23240638.66739216,0.315493215,0.319603594,1564,4670,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:34:08.495289
437,0.312208100,14300,14300.000,0.312208000,5000,5000.000,0.312208100,8100.00000000,6357525.29474722,23213920.16739216,0.315489029,0.319593645,1565,4665,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:35:08.887909
438,0.312208100,113520,113520.000,0.312208000,7626,7626.000,0.312208100,457.88000000,6357983.17474722,23196689.65567454,0.315488793,0.319590147,1566,4643,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:36:09.041486
439,0.311718900,9600,9600.000,0.311700200,17040,17040.000,0.312177100,193.51323202,6365802.25497924,23194073.00582626,0.315484762,0.319585738,1570,4645,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:37:09.170140
440,0.312200000,127125,127125.000,0.312088400,9600,9600.000,0.312087300,5000.00000000,6377381.13388187,23198165.71218965,0.315478331,0.319580629,1576,4649,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:38:09.575183
441,0.312198200,9600,9600.000,0.312136700,17018,17018.000,0.312087300,5000.00000000,6377381.13388187,23181961.81875478,0.315478331,0.319577825,1576,4636,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:39:09.701022
442,0.312000100,77005,77005.000,0.312000000,1122,1122.000,0.312087300,5000.00000000,6377381.13388187,23164609.81875478,0.315478331,0.319574841,1576,4632,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:40:10.092848
443,0.311700100,92440,92440.000,0.311700000,1605,1605.000,0.311748000,2175.23864449,6414600.19975366,23185929.11462657,0.315457014,0.319559470,1584,4636,0.311500000,0.311500000,0.320937300,0.327913700,0.320167700,2021-06-16 11:41:10.234641
444,0.310816000,9600,9600.000,0.310630600,12377,12377.000,0.311090300,0.00000007,6912628.14731241,23672119.77916810,0.315097532,0.319366134,1668,4713,0.310000000,0.310000000,0.320937300,0.327913700,0.320167700,2021-06-16 11:42:10.365608
445,0.310871500,9600,9600.000,0.310677100,9600,9600.000,0.310017400,53.76683058,7057740.45731241,23817232.08916810,0.314999444,0.319311060,1678,4723,0.310000000,0.310000000,0.320937300,0.327913700,0.320167700,2021-06-16 11:43:10.516323
446,0.310842500,4700,4700.000,0.310747400,9600,9600.000,0.310017400,53.76683058,7057740.45731241,23382232.08916803,0.314999444,0.319231999,1678,4700,0.310000000,0.310000000,0.320937300,0.327913700,0.320167700,2021-06-16 11:44:10.646713
447,0.311081200,4700,4700.000,0.310919000,4700,4700.000,0.310830400,0.00000002,7058240.45731243,23182895.14416805,0.314999149,0.319192007,1684,4697,0.310000000,0.310000000,0.320937300,0.327913700,0.320167700,2021-06-16 11:45:10.780745
448,0.310422800,9600,9600.000,0.310183300,4700,4700.000,0.310377200,1673.78800000,7167428.10331243,23265082.79016805,0.314934416,0.319146521,1694,4699,0.310000000,0.310000000,0.320937300,0.327913700,0.320167700,2021-06-16 11:46:10.910999
449,0.309674000,38766,38766.000,0.309656900,116,116.000,0.309501800,319.02051413,7440751.07098953,23536165.18784515,0.314747598,0.319038065,1739,4743,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:47:11.049644
450,0.310600500,38653,38653.000,0.310476600,11268,11268.000,0.310417300,392.61000000,7444291.66224221,23509434.02526327,0.314745435,0.319030206,1743,4741,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:48:11.185117
451,0.310752800,17113,17113.000,0.310697900,4700,4700.000,0.311187700,115.49337471,7445845.87835294,23509487.31137400,0.314744665,0.319029387,1750,4746,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:49:11.319428
452,0.311491500,9600,9600.000,0.311310600,9600,9600.000,0.311346800,72.17743324,7445918.05578618,23509021.22900161,0.314744632,0.319029259,1751,4745,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:50:11.459448
453,0.311434600,9600,9600.000,0.311391400,582,582.000,0.311346800,72.17743324,7445918.05578618,23493787.40920161,0.314744632,0.319026162,1751,4741,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:51:11.591759
454,0.311924300,26614,26614.000,0.311741000,9600,9600.000,0.311926800,12275.52414198,7458684.20068442,23506553.55409985,0.314739797,0.319022302,1755,4745,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:52:11.717529
455,0.311941000,38565,38565.000,0.311940900,28555,28555.000,0.311926800,12275.52414198,7458684.20068442,23506553.55409985,0.314739797,0.319022302,1755,4745,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:53:11.906202
456,0.311941000,21869,21869.000,0.311940900,11544,11544.000,0.311926800,12275.52414198,7458684.20068442,23504722.29509985,0.314739797,0.319021938,1755,4744,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:54:12.036607
457,0.311941000,84694,84694.000,0.311940900,11474,11474.000,0.311940900,70.00000000,7459154.20068442,23505192.29509985,0.314739623,0.319021797,1761,4750,0.309200000,0.309200000,0.320937300,0.327913700,0.320167700,2021-06-16 11:55:12.180799
